Geneid	NORMAL_1	NORMAL_2	RESISTANT_1	RESISTANT_2	RESISTANT_2
692094	0	0	0	0	0
26206	9	16	19	11	11
84681	79	50	52	80	80
392307	7	10	6	14	14
51754	125	166	51	57	57
92973	10	17	0	0	0
392309	0	0	0	0	0
646962	0	13	0	0	0
158376	9	2	3	8	8
56656	0	0	0	0	0
8434	309	472	43	68	68
152007	444	592	24	17	17
881	4	9	2	2	2
1211	627	473	486	462	462
10020	282	344	573	569	569
152006	743	643	638	650	650
9833	71	33	112	116	116
100616289	0	0	0	0	0
5079	270	54	0	0	0
100616278	0	0	0	0	0
100616456	0	0	0	0	0
100506710	1114	524	0	6	6
84186	240	170	344	360	360
9380	303	390	251	235	235
9925	334	205	148	135	135
64425	254	163	136	127	127
26267	127	123	39	25	25
401505	250	182	131	136	136
22844	0	0	2	0	0
158234	127	113	136	114	114
51010	123	99	119	131	131
79269	522	346	156	192	192
92014	96	37	96	102	102
6461	139	186	123	107	107
219	483	2060	17	20	20
347252	4	14	0	0	0
100289137	2	0	10	17	17
253650	35	0	336	344	344
105376068	0	0	2	0	0
158228	2	0	0	0	0
79937	16	40	30	25	25
647060	0	0	0	0	0
401507	0	0	0	0	0
401509	14	9	109	115	115
389741	47	16	75	58	58
654466	29	16	2	1	1
554249	0	0	0	0	0
105376047	2	4	0	0	0
441430	0	0	32	6	6
100133036	0	0	0	0	0
100132541	0	0	0	0	0
101929959	7	5	37	50	50
102724580	0	0	0	0	0
105376056	0	0	5	5	5
100132004	0	0	0	0	0
100302167	0	0	0	0	0
100132352	122	76	87	72	72
595135	12	17	65	72	72
440896	2	2	0	0	0
653404	0	0	0	0	0
644019	35	20	510	536	536
105376057	2	0	28	45	45
100616184	0	0	0	0	0
105376060	2	0	0	0	0
105376066	7	7	0	1	1
100289124	0	0	26	28	28
728577	12	94	47	47	47
389730	0	0	0	0	0
100996582	0	0	0	0	0
103908605	2	0	1	0	0
101927827	0	0	0	0	0
101060026	0	1	6	8	8
102724904	0	0	0	0	0
727905	0	0	0	0	0
653123	0	0	0	0	0
26165	0	0	0	0	0
401508	0	0	0	0	0
100289279	1	8	2	7	7
100132948	0	0	1	3	3
100132874	0	0	0	0	0
102724238	2	2	0	0	0
387628	0	0	1	2	2
643648	0	0	0	0	0
103352539	69	20	0	0	0
442421	6	9	2	4	4
403323	1	3	1	4	4
728673	30	6	0	0	0
286297	0	0	0	2	2
375719	2	1	12	18	18
100996643	0	0	29	15	15
100616194	6	1	0	0	0
642236	11	8	48	32	32
644316	0	1	0	0	0
728747	1	0	173	161	161
101929583	0	0	0	0	0
105379260	0	0	1	2	2
100132154	0	0	0	0	0
102724507	0	0	0	0	0
105379443	0	0	0	0	0
653427	0	0	0	2	2
220869	72	73	847	675	675
349334	0	0	47	38	38
101928381	0	0	0	0	0
101928195	0	0	2	1	1
441432	0	0	0	0	0
441425	0	0	14	6	6
642929	0	0	0	0	0
26149	76	48	362	332	332
728495	0	0	0	0	0
727830	0	0	0	0	0
643827	10	51	64	48	48
102723709	0	0	0	0	0
100131997	4	2	48	76	76
100133121	4	0	10	0	0
84210	0	0	55	68	68
644249	4	2	28	19	19
445571	81	15	198	217	217
286380	0	0	2	4	4
572558	7	84	0	0	0
5239	303	2726	24	17	17
169693	14	102	0	0	0
101927015	4	0	0	0	0
8395	171	80	88	64	64
116224	352	272	84	79	79
101927069	5	46	0	0	0
5568	0	0	0	0	0
2395	78	97	71	62	62
9414	1353	879	3411	3365	3365
100885775	0	0	0	0	0
9413	30	111	8	13	13
320	2	0	6	4	4
375743	818	335	274	258	258
494558	0	0	0	0	0
138255	0	0	2	1	1
256691	41	381	13	32	32
100507244	0	0	0	0	0
100507299	0	4	0	0	0
23137	929	399	1906	1889	1889
687	507	1231	12	9	9
80036	1	11	1	0	0
406987	0	0	0	0	0
23670	1309	618	1763	1935	1935
51104	356	241	191	158	158
138241	134	53	151	125	125
138240	0	0	10	6	6
9615	573	45	75	78	78
100507540	14	13	0	0	0
7763	3119	1943	865	939	939
117531	44	7	11	22	22
101927258	0	0	0	0	0
216	250	461	48	42	42
301	1487	2068	432	376	376
101927358	0	0	0	0	0
103752585	1	1	0	0	0
6096	14	27	5	4	4
140803	43	18	43	35	35
55071	43	41	4	2	2
101927380	3	0	0	0	0
138199	260	164	102	132	132
54981	460	154	146	167	167
26578	870	328	419	479	479
5125	155	244	48	24	24
55312	279	315	71	64	64
653162	10	6	47	48	48
2650	125	120	34	34	34
158471	440	1504	8	8	8
50652	0	0	0	0	0
442425	0	0	0	0	0
100286938	0	0	0	0	0
23230	911	350	8261	7966	7966
9630	152	101	13	21	21
101927422	0	0	0	0	0
2776	1088	1282	287	325	325
84131	122	91	160	133	133
29968	145	135	36	29	29
101927450	0	0	0	0	0
7091	481	437	542	513	513
101927477	0	0	0	0	0
7088	258	286	196	192	192
101927502	0	1	0	0	0
347127	0	0	0	0	0
389761	0	0	0	0	0
389762	0	0	0	0	0
389763	0	0	0	0	0
158158	464	92	971	977	977
102723989	0	6	0	0	0
257019	117	107	113	110	110
414328	49	24	27	27	27
29979	1392	1120	918	995	995
105376114	12	16	6	6	6
80318	67	63	42	35	35
55582	77	41	329	314	314
105376335	0	0	0	0	0
84267	199	127	63	70	70
3190	6462	4112	3310	3233	3233
407043	4	9	2	1	1
80010	239	68	123	124	124
101927575	0	0	0	0	0
64078	46	3	6	6	6
4915	153	417	2	0	0
23287	303	233	442	491	491
389765	43	45	42	54	54
60560	391	219	644	630	630
51280	1424	710	373	356	356
101927623	0	0	0	0	0
389766	0	0	0	0	0
81689	397	349	71	91	91
79670	947	533	1414	1245	1245
2619	161	259	0	0	0
100506834	5	22	2	0	0
440173	3	4	0	0	0
494127	0	0	4	0	0
401535	0	2	0	0	0
1612	1137	618	1618	1666	1666
1514	1207	1154	260	291	291
392360	2	0	0	0	0
1518	0	0	0	2	2
392364	9	0	1	2	2
286234	3	2	28	42	42
441452	0	0	6	12	12
23552	61	92	37	26	26
105369216	5	5	0	0	0
102724156	4	2	0	0	0
645961	0	0	8	6	6
10927	1402	1036	120	165	165
158046	1	1	0	0	0
286238	0	0	0	0	0
100423015	0	0	0	0	0
286223	9	10	2	7	7
1903	457	550	20	28	28
53358	127	94	60	39	39
1164	118	62	38	26	26
100422936	1	0	0	0	0
79048	591	339	1861	1960	1960
10507	751	288	326	374	374
10912	7	19	6	2	2
100129066	0	0	0	0	0
102724237	0	0	0	0	0
101927847	0	0	0	0	0
286370	0	0	0	0	0
100422963	0	0	0	0	0
101927873	0	0	0	0	0
340515	0	0	0	0	0
54769	7	2	2	2	2
6850	1183	585	241	307	307
100129316	0	0	0	0	0
549	185	111	404	405	405
4783	302	797	73	55	55
100500821	0	0	0	0	0
100500902	0	0	0	0	0
4920	160	341	21	17	17
10558	1121	634	1070	982	982
100128076	0	0	0	0	0
158314	1	3	0	0	0
3376	1237	1021	1652	1675	1675
100500918	0	0	0	0	0
100124534	0	0	0	0	0
55035	544	354	507	505	505
401541	14	15	42	45	45
4969	216	2354	120	116	116
4958	6	392	58	55	55
54829	206	483	88	80	80
1842	165	448	104	123	123
100616351	0	0	0	0	0
64768	77	71	138	147	147
100128361	13	8	26	24	24
23299	613	489	204	189	189
101929748	0	0	0	0	0
138649	3	7	12	25	25
83744	81	46	283	221	221
642943	0	0	0	0	0
89846	455	168	113	122	122
101927954	3	2	0	3	3
203328	42	27	8	6	6
84270	80	94	70	54	54
4814	330	441	6	14	14
65268	53	84	144	118	118
445577	0	2	6	6	6
158293	549	393	222	178	178
23196	2617	1656	2279	2166	2166
5253	598	539	418	439	439
100847045	0	0	0	0	0
101929519	4	4	2	4	4
100422927	0	0	0	0	0
56033	0	0	2	0	0
138639	108	75	129	134	134
406881	0	0	1	4	4
406888	1	0	1	9	9
158257	12	7	2	2	2
406886	2	0	9	10	10
169841	32	7	61	26	26
54754	0	2	52	56	56
100132077	31	8	0	0	0
728026	4	0	8	14	14
105376153	5	2	0	0	0
84641	1081	593	483	435	435
101928099	14	1	1	0	0
8789	1	3	7	5	5
2203	1770	245	594	642	642
84909	256	356	504	462	462
100313780	0	0	0	0	0
102466518	0	0	0	0	0
407011	4	0	0	3	3
407019	1	0	15	5	5
100422842	1	0	0	0	0
407012	0	0	0	0	0
2176	105	74	575	645	645
5727	330	317	411	347	347
100507346	0	1	4	5	5
100128782	85	71	2	0	0
375748	317	251	772	743	743
100188953	1	4	6	2	2
158435	0	0	0	0	0
158434	0	0	0	0	0
3293	1	2	16	12	12
11046	281	196	328	310	310
195828	51	55	6	6	6
22927	110	240	75	51	51
8555	624	294	302	356	356
195827	75	110	22	19	19
441455	6	8	7	7	7
22869	249	175	202	205	205
158431	51	45	210	191	191
100132781	0	0	0	0	0
441454	5	0	32	23	23
441457	0	2	387	376	376
84278	14	7	125	129	129
1515	8	4	4	0	0
340508	0	0	0	0	0
57653	0	0	0	0	0
100499484	9	8	12	18	18
100499483	0	0	0	0	0
100302223	0	0	0	0	0
286359	0	0	0	0	0
23424	288	221	709	626	626
7111	55	194	26	24	24
158427	221	136	137	113	113
4686	603	346	769	693	693
7507	146	146	515	600	600
2304	1	3	20	19	19
51531	144	109	234	209	209
55363	2	0	27	22	22
10541	955	788	2041	1994	1994
54187	306	279	155	213	213
9830	929	318	292	298	298
7464	1069	313	294	293	293
55357	466	260	251	195	195
102465514	0	0	0	0	0
9568	98	6	26	20	20
203286	264	174	126	153	153
79695	243	224	576	641	641
1306	2065	1802	159	138	138
7046	903	613	593	557	557
85365	513	270	1083	908	908
10952	364	244	110	133	133
100996569	0	0	0	0	0
101928438	0	0	0	0	0
8013	68	2675	57	65	65
441461	9	0	0	0	0
55014	634	387	240	204	204
23071	790	604	627	585	585
27130	177	145	463	411	411
54881	166	129	239	247	247
91283	98	92	33	54	54
100526694	0	0	0	0	0
8577	0	0	0	0	0
347273	2	2	8	12	12
54886	0	0	0	0	0
570	0	0	0	0	0
54534	242	129	50	54	54
7743	286	191	234	232	232
229	10	2	22	18	18
101928470	0	0	0	0	0
84302	208	124	77	70	70
56254	637	419	530	541	541
116443	11	8	15	7	7
5535	0	0	0	0	0
414319	0	0	0	0	0
1539	0	0	0	6	6
101928496	4	0	0	0	0
101928523	0	0	0	0	0
101928550	3	14	0	0	0
10592	417	219	339	335	335
138805	0	0	0	0	0
138804	0	0	0	0	0
138803	0	0	0	0	0
138802	0	0	0	0	0
138799	0	0	0	0	0
392376	0	0	0	1	1
286362	0	0	0	0	0
286365	0	0	32	20	20
25934	343	225	280	226	226
55335	62	26	29	17	17
19	1956	925	2739	2571	2571
23446	1977	913	631	598	598
83856	70	35	27	28	28
26134	50	38	220	209	209
2218	386	165	308	284	284
6887	0	0	1	2	2
55151	173	98	16	17	17
102465995	0	0	0	0	0
100996590	0	0	0	0	0
105376204	2	6	0	0	0
58499	150	204	1208	1183	1183
340512	0	0	0	0	0
105376336	0	0	0	0	0
5887	1482	1191	1279	1302	1302
101928720	0	0	0	0	0
9314	271	1303	164	125	125
10880	0	0	0	0	0
10881	0	0	0	0	0
8518	491	375	1319	1267	1267
54942	193	120	91	71	71
8727	311	314	135	113	113
23731	732	439	693	682	682
407036	0	0	2	7	7
23732	1	0	0	0	0
54566	185	23	66	86	86
5774	388	86	604	638	638
100500898	0	0	0	0	0
114299	21	6	4	2	2
445815	0	0	0	1	1
11217	0	0	0	2	2
100189025	0	0	0	0	0
401546	39	12	17	22	22
7295	713	467	1712	1528	1528
255220	0	0	4	5	5
79987	336	527	239	238	238
4593	32	38	104	91	91
1902	582	585	111	123	123
102465800	0	0	0	0	0
26248	0	0	2	2	2
23392	1371	1041	2341	2330	2330
158399	52	17	101	102	102
22949	1690	305	697	664	664
652972	0	0	0	0	0
548645	141	79	72	58	58
552891	0	0	0	0	0
2790	1	1	2	0	0
158401	8	2	258	287	287
7357	1596	1104	872	841	841
100616114	0	0	0	0	0
64420	354	128	270	310	310
9991	2438	738	2666	2598	2598
84263	1566	530	294	298	298
158405	136	47	70	52	52
58493	268	151	54	51	51
401548	520	219	203	182	182
57864	23	8	21	20	20
169834	51	18	8	12	12
7539	63	34	34	19	19
100128385	2	0	0	0	0
286333	4	1	0	0	0
1318	230	113	36	22	22
23307	602	543	634	590	590
1317	703	353	154	130	130
246184	129	77	48	20	20
9128	343	235	232	257	257
138065	6	2	1	2	2
114987	47	35	29	32	32
54836	48	20	34	52	52
81932	130	73	16	10	10
210	505	558	94	113	113
54107	677	320	60	83	83
257169	3	2	12	4	4
5998	555	656	162	147	147
114991	318	139	196	177	177
259	2	4	6	1	1
113220	12	0	0	2	2
85301	291	224	597	649	649
619556	0	0	0	0	0
5004	2	2	3	1	1
5005	0	2	2	7	7
80709	838	498	449	469	469
25861	37	87	71	76	76
9550	1243	702	188	160	160
203197	219	271	55	45	45
100505478	0	0	2	0	0
9966	493	208	24	14	14
944	159	79	19	12	12
3371	1229	1189	202	220	220
50514	0	2	0	0	0
101928748	0	0	0	2	2
101928775	0	0	0	0	0
58483	0	0	0	0	0
5069	197	114	95	97	97
493913	0	0	0	0	0
23245	84	36	139	109	109
100128505	0	0	0	0	0
22954	287	193	208	229	229
100124538	0	0	0	0	0
101928797	4	0	0	0	0
7099	791	446	613	518	518
1620	16	7	13	6	6
406939	0	0	0	0	0
55755	529	349	1158	1197	1197
1955	819	480	208	171	171
26190	1158	713	462	399	399
100288842	8	8	0	0	0
5711	628	414	150	145	145
253039	381	219	0	2	2
26147	261	396	40	50	50
7185	397	248	50	62	62
727	72	76	91	103	103
11064	636	283	892	928	928
51552	1831	1091	395	331	331
105376337	21	6	6	4	4
2934	1676	7592	1010	972	972
57000	6	2	17	23	23
2040	2852	3419	368	359	359
2681	123	195	10	26	26
153090	920	763	632	610	610
158135	71	189	26	45	45
100616312	0	0	0	0	0
4702	312	226	187	147	147
254956	0	20	0	0	0
26468	46	87	0	0	0
92400	448	299	79	79	79
92399	277	171	492	425	425
5742	544	3747	28	19	19
26740	5	2	6	4	4
347168	0	0	23	20	20
26219	0	0	18	22	22
138883	0	0	19	6	6
138881	1	1	11	7	7
138882	0	0	14	10	10
158131	2	8	10	4	4
347169	0	0	4	6	6
26737	0	4	4	2	2
26735	0	0	2	2	2
254973	0	0	28	33	33
392390	0	0	20	15	15
392391	0	0	0	0	0
392392	0	0	4	0	0
5082	296	208	78	60	60
54542	511	283	1195	1230	1230
692206	0	0	1	0	0
10773	345	124	73	60	60
57684	71	84	86	93	93
23637	925	910	1177	1146	1146
2844	18	9	48	70	70
81571	28	16	4	15	15
693185	0	0	0	0	0
55342	413	180	421	403	403
286204	1	7	0	6	6
57706	148	202	204	157	157
693186	0	0	2	4	4
102465688	0	0	0	0	0
100505588	0	0	0	0	0
9355	0	0	0	0	0
10783	511	472	72	71	71
5695	414	282	118	124	124
100129034	637	501	10	5	5
347088	0	0	0	0	0
2516	0	0	0	0	0
2649	38	9	65	87	87
100379345	10	0	0	0	0
406954	0	0	2	7	7
406956	0	0	9	7	7
169611	205	313	24	40	40
401551	0	0	7	6	6
11224	1634	1298	1783	1636	1636
81873	270	190	83	82	82
2800	434	373	415	386	386
286205	157	85	122	119	119
5537	746	585	317	350	350
10244	101	110	57	47	47
3309	5505	3474	975	967	967
26130	633	462	1031	1014	1014
79109	873	1067	552	547	547
51145	0	0	0	0	0
5090	359	666	157	146	146
101929116	0	0	0	0	0
89853	249	168	210	218	218
641373	0	0	0	0	0
4010	0	2	0	0	0
23099	230	159	179	136	136
403341	293	160	30	58	58
9649	216	135	507	497	497
23452	973	2087	67	69	69
84253	26	129	243	220	220
29988	73	185	53	32	32
7633	108	74	99	97	97
6136	5398	3489	3277	2861	2861
26783	1	2	165	163	163
90678	197	191	420	441	441
64855	1301	1029	593	544	544
6812	174	290	92	97	97
100500872	0	0	0	0	0
286207	11	10	10	16	16
138428	11	4	7	2	2
158248	4	5	0	2	2
27433	69	46	12	6	6
10044	220	237	40	44	44
100616250	0	0	0	0	0
100422910	0	0	0	0	0
1025	453	409	233	192	192
2356	285	211	152	134	134
2022	1193	1493	449	400	400
102723566	23	8	4	0	0
203	123	203	45	49	49
100616429	0	0	0	0	0
30815	480	578	40	37	37
27090	114	128	6	2	2
138429	4	1	6	6	6
8818	190	132	23	19	19
399665	1157	884	264	257	257
203245	64	44	10	2	2
114789	202	432	96	90	90
100289019	62	29	0	2	2
80142	231	188	105	123	123
389791	5	0	13	2	2
3934	6561	2432	1607	1640	1640
79095	265	100	7	4	4
25792	678	890	418	411	411
1759	82	219	79	96	96
406978	0	0	0	0	0
100422893	0	0	0	0	0
2801	756	711	598	616	616
375757	111	64	26	38	38
26995	261	138	122	108	108
51117	264	167	133	84	84
100189109	0	0	0	0	0
10999	274	276	198	182	182
81605	442	360	16	30	30
407003	0	0	0	0	0
100616335	0	0	0	0	0
51148	375	646	20	48	48
4957	296	282	418	478	478
2733	421	331	435	442	442
6709	2645	2268	6467	6546	6546
89891	150	107	41	36	36
6418	3111	2004	3242	3290	3290
29941	50	105	30	28	28
84885	144	63	25	17	17
100506100	6	10	0	0	0
10444	613	651	291	304	304
54662	280	313	137	113	113
2021	0	2	3	2	2
51490	243	176	67	66	66
883	41	48	26	22	22
56262	588	1019	204	214	214
254295	71	100	27	21	21
22845	158	136	110	112	112
23511	578	479	761	717	717
56904	869	417	573	514	514
84895	308	252	126	100	100
57171	152	80	43	43	43
1384	273	320	66	37	37
5524	891	719	161	180	180
389792	8	12	19	17	17
101929331	3	18	0	0	0
414318	0	0	8	8	8
100506119	85	45	0	1	1
100506190	177	176	0	0	0
28989	60	74	12	12	12
375759	2	0	31	27	27
140459	215	157	21	26	26
51450	12	34	0	0	0
9536	610	366	73	69	69
27348	303	289	102	119	119
1861	434	313	321	312	312
51759	667	443	397	360	360
10868	350	395	158	129	129
102466750	0	0	0	0	0
23048	1116	1646	562	561	561
57720	1395	742	633	616	616
23413	261	1071	84	65	65
256158	50	115	20	37	37
445	3103	1180	3107	3097	3097
100272217	9	4	0	0	0
8939	628	585	488	483	483
102465515	0	0	0	0	0
59335	0	0	0	0	0
23404	168	122	127	103	103
25	856	1918	385	304	304
347148	0	2	0	0	0
84929	0	4	2	2	2
10319	276	193	367	317	317
83543	115	422	0	4	4
8021	540	448	1666	1689	1689
286336	226	126	12	7	7
84814	17	26	0	2	2
84726	2328	1376	1852	1813	1813
26786	0	0	15	11	11
692093	3	1	35	49	49
10585	160	177	555	541	541
83549	202	211	47	53	53
642515	0	0	0	0	0
2889	1084	965	500	548	548
9442	118	133	80	51	51
84628	14	13	0	0	0
23064	1635	837	7453	7330	7330
7270	193	146	309	307	307
389799	1	0	0	2	2
56751	0	0	3	0	0
64794	123	109	321	344	344
9329	248	150	296	329	329
158067	4	15	7	9	9
11092	43	49	6	23	23
7248	568	324	1233	1179	1179
8328	7	2	4	0	0
100846992	0	0	0	0	0
9328	393	313	349	359	359
102465528	0	0	0	0	0
100996574	0	2	0	0	0
1056	20	2	93	126	126
1057	0	0	24	7	7
5900	747	934	1183	1071	1071
26301	59	72	26	24	24
101928193	0	0	0	0	0
29989	28	0	0	0	0
28	69	29	184	230	230
6838	203	143	72	59	59
6837	320	309	39	32	32
6130	9135	6314	2618	2718	2718
26820	1	0	9	10	10
26814	2	0	8	1	1
26815	14	10	16	27	27
26813	4	6	3	11	11
6834	172	161	299	330	330
6835	32	19	38	67	67
6836	1793	1645	367	302	302
169436	9	8	12	13	13
57109	244	144	146	155	155
11093	36	20	165	150	150
11094	225	114	41	36	36
11182	86	45	32	26	26
389827	0	0	2	2	2
9719	48	31	77	59	59
642968	5	0	0	2	2
1621	5	0	7	0	0
138948	7	5	1	0	0
1757	23	41	14	17	17
7410	362	305	351	380	380
266655	181	210	0	0	0
8019	264	251	240	183	183
11091	268	190	269	239	239
100151684	0	0	0	2	2
6256	1597	697	621	574	574
100616236	0	0	0	0	0
1289	2399	3581	1202	1154	1154
101448202	2	0	0	0	0
100616333	0	0	0	0	0
100500846	0	0	0	0	0
100616131	0	0	0	0	0
100500906	0	0	0	0	0
100616344	0	0	0	0	0
100616460	0	0	0	0	0
100616212	0	0	0	0	0
2220	1	0	0	0	0
2219	495	493	10	2	2
10439	133	174	6	5	5
401557	0	0	0	0	0
157927	0	0	0	0	0
100506599	16	13	0	0	0
9858	171	148	143	119	119
138162	24	2	16	12	12
51116	159	105	32	30	30
101928525	0	1	0	0	0
3933	0	0	0	0	0
29991	0	0	0	0	0
5047	0	0	0	0	0
100130954	0	0	0	0	0
102723971	0	0	0	0	0
360203	0	0	0	0	0
392399	0	0	0	0	0
402381	0	0	0	0	0
57582	6	18	2	0	0
157922	446	305	522	498	498
10422	236	270	49	57	57
138151	316	561	39	23	23
90120	208	185	17	12	12
8022	0	0	0	0	0
169714	166	122	57	20	20
100188917	0	0	0	0	0
101928722	0	0	0	0	0
399693	6	2	2	0	0
26102	0	1	0	0	0
26086	48	80	34	50	50
728489	16	9	0	4	4
64170	32	23	51	47	47
6621	127	101	158	181	181
10807	226	248	80	65	65
23203	394	333	189	236	236
56623	131	109	201	242	242
9919	1268	823	1442	1348	1348
158055	2	0	0	0	0
4851	482	496	1876	1736	1736
100616242	0	0	1	2	2
100616301	0	0	0	0	0
101928483	9	18	0	0	0
51162	70	206	30	20	20
406913	0	0	2	0	0
10555	111	112	71	70	70
138311	19	40	22	24	24
84973	121	133	2	3	3
677824	0	0	0	0	0
677804	0	0	0	0	0
414332	13	35	0	0	0
158062	1	23	0	0	0
100128593	0	4	0	0	0
102465431	0	0	0	0	0
138307	6	0	0	0	0
389812	0	0	0	0	0
85014	193	115	26	14	14
84960	9	4	25	22	22
100131193	7	2	0	2	2
55684	441	381	396	395	395
100422860	2	2	0	0	0
389813	0	2	6	8	8
29085	168	187	88	77	77
158056	36	32	66	62	62
8721	749	541	551	449	449
7186	147	97	96	95	95
100616480	0	0	0	0	0
54461	426	494	133	133	133
733	3	0	4	2	2
286256	0	0	4	1	1
101928638	0	1	0	0	0
5730	1273	1282	8	6	6
401562	3	3	0	0	0
286257	67	79	71	93	93
9022	13	9	2	0	0
20	274	319	186	189	189
401563	5	8	1	0	0
2529	2	6	10	9	9
56654	60	125	25	46	46
954	2	9	0	4	4
89958	21	9	0	2	2
91373	190	228	18	12	12
100289341	10	2	0	0	0
11253	529	456	772	797	797
29952	327	329	228	220	220
2902	0	2	2	0	0
389816	0	0	0	0	0
100500811	0	0	0	0	0
100505993	0	0	0	0	0
29882	212	238	150	177	177
8636	174	164	60	62	62
286262	68	29	52	86	86
94107	238	197	6	2	2
27158	148	79	58	69	69
727800	4	3	6	6	6
375791	4	5	2	0	0
643596	1	1	0	0	0
142680	0	2	27	23	23
10383	1091	970	1040	1030	1030
401565	1	0	4	2	2
100129722	0	0	0	0	0
441476	0	0	2	0	0
25920	381	392	142	132	132
54863	111	79	2	2	2
441478	105	274	12	0	0
54932	41	57	87	83	83
10811	35	14	30	25	25
377841	5	4	24	20	20
26012	242	234	249	339	339
102466223	0	0	0	0	0
375775	52	62	134	142	142
64975	21	33	14	16	16
92715	199	165	83	115	115
116225	97	82	46	34	34
92714	175	102	222	241	241
85026	44	38	36	37	37
79813	458	480	1319	1258	1258
643210	0	0	0	0	0
693187	0	0	0	0	0
100133077	0	0	0	0	0
774	4	0	2	6	6
101928786	0	0	0	0	0
643224	39	9	58	52	52
101928932	1	2	0	0	0
100132403	3	12	16	26	26
4558	1	0	0	0	0
4549	9922	3016	1513	1502	1502
4577	0	0	1	0	0
4550	46984	22911	42054	41846	41846
4567	0	0	0	0	0
4535	20152	17624	142	156	156
4565	0	0	0	0	0
4572	0	0	0	0	0
4569	0	0	0	0	0
4536	26591	24271	167	181	181
4578	0	0	0	0	0
4553	0	0	0	0	0
4570	10	5	2	3	3
4511	0	1	2	3	3
4579	0	0	1	0	0
4512	105866	98540	204	207	207
4574	0	0	0	0	0
4555	0	0	0	0	0
4513	30616	23002	130	124	124
4566	0	0	0	0	0
4509	6431	5479	26	29	29
4508	30366	23679	143	153	153
4514	39088	32231	132	144	144
4563	0	0	0	0	0
4537	5065	2147	49	54	54
4573	0	0	0	0	0
4539	5976	4834	19	18	18
4538	60648	50913	405	386	386
4564	0	0	0	0	0
4575	0	0	0	0	0
4568	0	0	0	0	0
4540	35383	14143	264	304	304
4541	11435	3539	114	112	112
4556	0	0	0	0	0
4519	28281	23925	167	176	176
4576	0	0	0	0	0
4571	258	202	1	4	4
55344	14	25	2	0	0
8225	78	28	0	0	0
283981	0	0	0	0	0
28227	0	0	0	0	0
6473	0	0	0	0	0
64109	4	2	0	0	0
1438	20	63	20	0	0
100500894	0	0	0	0	0
3563	33	112	8	2	2
293	117	524	12	56	56
105373102	0	0	0	0	0
751580	0	1	0	0	0
80161	1	3	0	0	0
8623	28	61	6	0	0
286530	25	14	0	0	0
8227	74	47	0	1	1
438	0	0	4	0	0
207063	4	10	20	8	8
9189	43	36	0	0	0
102464837	0	0	0	0	0
401577	6	4	0	0	0
100359394	0	0	0	0	0
4267	500	525	269	250	250
7499	7	49	10	5	5
8908	47	51	12	16	16
414	853	172	476	413	413
415	4	11	2	4	4
347527	3	0	4	0	0
416	8	6	0	0	0
100129464	0	0	0	0	0
25878	1924	995	529	508	508
5613	433	193	209	234	234
100873944	0	0	0	0	0
389906	29	10	133	105	105
100189132	0	0	0	0	0
100189050	0	0	0	0	0
100189427	0	0	0	0	0
101928201	0	0	0	0	0
57502	115	101	241	191	191
105373156	0	0	0	0	0
100616373	0	0	0	0	0
51481	0	0	24	47	47
8226	169	117	100	80	80
412	711	358	584	602	602
100616467	0	0	0	0	0
26609	0	0	117	78	78
8228	107	68	104	88	88
723779	0	0	4	10	10
51480	0	0	6	4	4
425054	0	0	39	26	26
3730	47	52	33	26	26
171482	0	0	0	0	0
171483	0	0	0	0	0
6907	506	496	416	380	380
4935	32	0	28	22	22
357	228	84	211	206	206
100288814	3	0	30	31	31
55841	463	558	295	249	249
1183	61	42	12	12	12
4281	420	430	741	739	739
3052	274	161	250	295	295
395	300	251	227	237	237
265	0	0	94	84	84
100847063	0	0	0	0	0
10943	581	343	432	426	426
9758	5	0	0	0	0
5634	444	369	109	101	101
51284	165	148	40	38	38
349408	0	0	0	0	0
51311	194	134	14	24	24
7114	13898	12710	6590	6166	6166
171484	0	2	0	0	0
105373133	0	0	0	0	0
100093698	0	0	0	0	0
92552	0	0	0	0	0
100133123	0	0	0	0	0
25975	299	269	97	140	140
102466519	0	0	0	0	0
170082	52	22	18	14	14
9367	291	201	121	107	107
6399	179	93	100	76	76
8481	438	199	2857	2824	2824
2824	92	97	126	171	171
54960	223	113	99	67	67
286480	34	13	25	28	28
2742	0	0	9	6	6
2187	18	7	32	58	58
158747	285	240	224	243	243
140462	20	18	9	8	8
140456	0	0	2	0	0
5277	196	175	249	297	297
100532742	2	0	0	0	0
2277	6	22	2	2	2
8544	33	24	21	18	18
59272	32	11	45	22	22
660	27	75	6	16	16
104798195	0	0	0	0	0
57393	3	5	8	18	18
340591	29	54	86	72	72
11238	72	105	75	74	74
8551	0	0	0	0	0
8233	95	91	541	539	539
8905	296	544	168	148	148
2925	4	2	9	1	1
645864	2	0	0	0	0
56474	222	198	659	612	612
100616428	0	0	0	0	0
795	0	0	7	5	5
94056	525	320	568	560	560
55787	316	175	249	219	219
5931	978	894	739	722	722
9185	280	69	261	286	286
4810	216	138	2374	2294	2294
100616249	0	0	0	0	0
100873920	1	0	0	0	0
6322	165	170	127	118	118
10742	184	369	43	43	43
139105	0	0	2	2	2
10389	16	27	20	11	11
6792	89	37	2454	2313	2313
6247	0	0	0	1	1
100189191	0	0	0	0	0
5475	0	4	10	4	4
100874004	0	0	0	0	0
100132163	2	2	2	2	2
5256	246	133	1492	1532	1532
10149	12	5	104	83	83
